-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
-20.0 , -25.7 , -9.077523827359823 , -0.3066230405973278 , -33 , -33 , -122.5 , -122.5
